Timestamp,Price,Moving_Avg,Returns,Volatility,z_score,Anomaly_Z,LogPrice
2024-07-17,65162.23625234354,61598.412364378186,0.005039624447541247,0.024644004725670333,-0.8709076055816635,0,11.08463538153076
2024-07-18,64136.31384360687,62845.817341600385,-0.015744125244010032,0.0248006429045078,-0.9346592967750299,0,11.06876600111868
2024-07-19,63959.56900809379,63807.187315444564,-0.002755768533003966,0.024531723233415518,-0.9456423712041452,0,11.066006428465116
2024-07-20,66689.54880734957,64956.63152892189,0.04268289861225161,0.025745713388308108,-0.7759991041849575,0,11.107803530081641
2024-07-21,67206.06470614894,65430.74652350855,0.007745080121796422,0.02576929952281995,-0.7439023668524813,0,11.115518771042488
2024-07-22,68088.13996324532,66015.92726568891,0.013124935390178782,0.02572471368490499,-0.6890894600275248,0,11.128558320777486
2024-07-23,67607.71339918874,66710.20717680527,-0.007055950776683417,0.02578177860529735,-0.7189435753992139,0,11.121477359060037
2024-07-24,65942.41746522837,67106.77686823218,-0.02463174466687923,0.026040167986211747,-0.8224264813415294,0,11.096537177543457
2024-07-25,65403.53513022529,66849.57413280733,-0.00817201364034359,0.024574681160793584,-0.8559130880460085,0,11.088331589963406
2024-07-26,65749.96361965332,66558.35391550821,0.005296785391466274,0.02427873292540155,-0.8343857270189726,0,11.0936143967266
2024-07-27,67920.2964857025,66524.78521999964,0.03300888314713002,0.0246315162418457,-0.6995193965003103,0,11.126090186195114
2024-07-28,68055.40838968738,66614.32421809938,0.001989271410399507,0.02456996170484817,-0.6911234278519618,0,11.128077481625215
2024-07-29,68242.2474440493,67074.29021386357,0.0027453961232892787,0.02415481744776383,-0.6795130900767987,0,11.13081911603193
2024-07-30,66770.32091848266,67347.64737151504,-0.02156913906995006,0.024594440637785354,-0.7709798564892824,0,11.109013963167797
2024-07-31,66219.05102486102,67441.46485255657,-0.00825621153288536,0.02412541562131326,-0.8052362366239589,0,11.100723480356164
2024-08-01,64679.778647032515,66793.36128482256,-0.023245159119701153,0.024565095022013355,-0.9008879315846352,0,11.077203891406779
2024-08-02,65357.52960767435,66253.78552841996,0.010478560298426753,0.024481833149513577,-0.8587719103525304,0,11.087627932119362
2024-08-03,61407.29547397454,64886.79513440501,-0.060440383187860935,0.026450456602466425,-1.104242819739564,0,11.025283925871214
2024-08-04,60738.7449250574,63680.47993571996,-0.010887151823849361,0.024708439759989622,-1.1457871195606446,0,11.01433707531509
2024-08-05,58006.206586686734,62037.911048085116,-0.044988389894164094,0.02612442046993478,-1.3155893763768869,0,10.968305293918672
2024-08-06,53956.26184159744,59893.20768699809,-0.06981916217942807,0.028692034127827486,-1.5672563879758137,0,10.895929031450459
2024-08-07,55959.84107399357,58013.66998026194,0.03713339590274356,0.02862047110169729,-1.4427522701035367,0,10.932389588782417
2024-08-08,55099.95181146735,56752.2012477605,-0.015366184857266152,0.02864233984977633,-1.4961865203530937,0,10.916904120575602
2024-08-09,61859.03159904161,56976.25858255734,0.12266943192076574,0.03623245544595793,-1.0761715526525848,0,11.032613391396861
2024-08-10,60912.588533350805,57557.534971890156,-0.015299998096081957,0.03635797717891561,-1.134984329858927,0,11.01719514060198
2024-08-11,60887.70861641504,58943.824326853675,-0.00040845279333590057,0.03633173940150705,-1.136530389061746,0,11.01678660436908
2024-08-12,58804.23449992608,59512.703012040176,-0.03421830388813907,0.036921910545253435,-1.2659992429951914,0,10.981969146598606
2024-08-13,59350.07433270696,60362.7275162881,0.009282321884175992,0.03675394836025616,-1.2320802914603126,0,10.991208652483651
2024-08-14,60601.22317789727,60111.165832059225,0.02108083029814889,0.0365375400763899,-1.1543328379138686,0,11.012070356307452
2024-08-15,58739.19382231015,59676.486889851105,-0.030725936836638712,0.034920294856117216,-1.270040926029958,0,10.980862480148899
2024-08-16,57624.11692852191,59023.76855227248,-0.018983523968024274,0.03501177436040497,-1.339332752764872,0,10.961696455730717
2024-08-17,58881.92579151217,59039.3068105897,0.021827820191161917,0.035230402678837015,-1.2611714400469067,0,10.983289459924826
2024-08-18,59430.79163445865,59055.450270940026,0.009321465552772246,0.035293471878866826,-1.2270644496662217,0,10.992567748723927
2024-08-19,58438.29374268541,58622.86438389765,-0.01670006177736616,0.034362334639220955,-1.2887391129424732,0,10.975726668701329
2024-08-20,59574.945812940874,58790.014782023805,0.01945046642293069,0.034564227724704716,-1.2181065863886773,0,10.994990392406157
2024-08-21,59060.12610074137,59077.21661646769,-0.008641547301041386,0.034432605883008054,-1.2500979212429537,0,10.986311290425018
2024-08-22,61144.68762866613,59529.76898389849,0.03529558207121042,0.03517052588308957,-1.1205614946378666,0,11.020998262912508
2024-08-23,60387.54062321362,59721.118781649486,-0.01238287469960897,0.03497842401760154,-1.1676112536338026,0,11.008538081571418
2024-08-24,64049.68561555576,60843.39715622355,0.06064404932785705,0.03679290835681116,-0.940042448557574,0,11.067414398890598
2024-08-25,64157.1606134782,61759.84011633102,0.0016779941523450415,0.03678068090602781,-0.933363860761645,0,11.069090986783666
2024-08-26,64265.81631272862,62800.97815872847,0.0016935864712752657,0.03624685890139957,-0.9266119031808159,0,11.07078314075452
2024-08-27,62922.58634676265,63156.55790234778,-0.02090115776993451,0.036417467807985424,-1.0100813559022828,0,11.049660461647862
2024-08-28,59526.560879590994,62984.36195362324,-0.05397148566742571,0.03761592810821765,-1.2211132673063225,0,10.99417789326395
2024-08-29,59015.29633887944,61977.484098287976,-0.008588847283580336,0.0374797897631151,-1.2528836807800843,0,10.985551949266803
2024-08-30,59351.5794909728,61016.367873786905,0.005698237117413463,0.03750456968565707,-1.2319867596452903,0,10.991234012842456
2024-08-31,59156.246036463555,59994.45381853388,-0.003291124788666333,0.03730915781406603,-1.244124946671482,0,10.987937460390587
2024-09-01,58960.23658664587,59201.98386651053,-0.0033134193420060187,0.03723100647655259,-1.2563051406211847,0,10.984618539518769
2024-09-02,57357.71617282246,58768.214925156826,-0.027179680859461985,0.035926883699896876,-1.3558871223413629,0,10.9570626588048
2024-09-03,59108.73235863689,58786.90212910832,0.030527996974958116,0.036353387903832864,-1.2470774870297698,0,10.987133948124693
2024-09-04,57504.538586220435,58417.49394815784,-0.027139708608250213,0.035737342481357855,-1.3467634526763843,0,10.959619155604749
2024-09-05,57987.84601410068,58183.813943685265,0.008404683173930616,0.03320815057483996,-1.3167303179760481,0,10.967988716088554
2024-09-06,56132.404732088595,57618.24757277381,-0.03199707196506152,0.03315063889436783,-1.4320290175959531,0,10.9354685492079
2024-09-07,53923.35611071905,56931.375560353124,-0.03935424879644833,0.03383171676104344,-1.5693011780842925,0,10.895318986058689
2024-09-08,54150.9383589072,55939.81676040719,0.004220476331644907,0.024671430517065596,-1.5551590235860302,0,10.899530581160013
2024-09-09,54792.40755768575,55397.39055470026,0.0118459479783517,0.02474541675037558,-1.5152975818996706,0,10.911306915120003
2024-09-10,57049.118751143265,55209.64510210877,0.04118656751999139,0.02604023904616235,-1.3750636286369875,0,10.951667908214619
2024-09-11,57624.16178336144,55507.99651236334,0.010079788168623427,0.025388794013026718,-1.3393299654469872,0,10.96169723413435
2024-09-12,57381.764445000474,56199.67817921962,-0.004206522591552075,0.025331438755026515,-1.3543927422512403,0,10.957481839236864
2024-09-13,58106.95122981528,56990.880753401245,0.012637931088889554,0.025125866391321586,-1.3093290185531157,0,10.970040578193137
2024-09-14,60620.62747295754,58156.5247364556,0.04325947567272248,0.025740685308327318,-1.1531270385123031,0,11.012390501481311
2024-09-15,60003.29940083042,58747.360866393035,-0.010183465560505756,0.02555017145940661,-1.191488330052574,0,11.002154829706182
2024-09-16,59214.80226801806,59065.48896332436,-0.013140896262138768,0.025395745984070454,-1.2404862126310523,0,10.988926827928845
2024-09-17,58211.123231286256,59231.36072058151,-0.0169497996833452,0.02553358906910443,-1.3028556817664176,0,10.971831736270753
2024-09-18,60317.0319794625,59673.37687051096,0.03617708491569527,0.026184723212340718,-1.1719927207356078,0,11.007369796886746
2024-09-19,61440.41208494509,59837.33379290847,0.01862459190407595,0.02616550263701123,-1.1021849253627707,0,11.025823074910798
2024-09-20,62966.52931910512,60429.9797765634,0.024838981093584955,0.026436906365198593,-1.0073507022202508,0,11.050358583544975
2024-09-21,63128.224540748255,61212.66423110945,0.0025679551245978427,0.025700814330123698,-0.9973028235991668,0,11.052923247106664
2024-09-22,63403.402349259355,62251.120054704064,0.004359029744824827,0.025573048712777394,-0.9802030404946436,0,11.05727280380023
2024-09-23,63582.59956924825,62904.233572661215,0.00282630290093544,0.02305072222821745,-0.9690675728080479,0,11.060095120216696
2024-09-24,63327.02654450202,63281.5564645726,-0.004019543498970712,0.02306000605044627,-0.9849490979723532,0,11.056067476639726
2024-09-25,64334.14274876097,63555.07915050377,0.01590341848043697,0.023244934257629087,-0.9223660403229788,0,11.071845760726724
2024-09-26,63151.89959401337,63559.81416115679,-0.018376605395435508,0.023169993493371982,-0.9958316356497754,0,11.053298207991517
2024-09-27,65130.76884023231,63905.28745935138,0.03133507082036435,0.02143949487374467,-0.8728630173384254,0,11.084152356172634
2024-09-28,65791.00212541742,64346.96797058522,0.010137041170275252,0.021356113327350792,-0.8318355593608437,0,11.094238362148522
2024-09-29,65934.10709441357,64868.38408056753,0.002175144995106626,0.021355282060962287,-0.8229428948532878,0,11.096411144940557
2024-09-30,65663.68986662335,65134.293504140005,-0.004101325394503363,0.02136497993484704,-0.8397468514221649,0,11.092301386044136
2024-10-01,63243.27532464382,65152.56865026608,-0.0368607756721544,0.022587918422522894,-0.9901534700184248,0,11.05474408195954
2024-10-02,60872.668543725544,64300.94859096474,-0.03748393435901842,0.023128042828203046,-1.137464991972708,0,11.016539560575085
2024-10-03,60655.55979196848,63273.86012427496,-0.003566604799017714,0.022519918493095724,-1.150956314493324,0,11.012966580277402
2024-10-04,60727.86395169296,62232.61149573083,0.001192045048672652,0.021879489960826292,-1.1464632725015547,0,11.01415791540449
2024-10-05,62103.01047283253,61520.475616972675,0.02264440788224431,0.022174550346667696,-1.0610104978913604,0,11.036549744569948
2024-10-06,62091.932585194016,61290.20706908271,-0.0001783792372410664,0.02120617473535396,-1.0616988872527693,0,11.03637134942124
2024-10-07,62811.79972811266,61678.033305960125,0.011593569614392951,0.019630251092433812,-1.016965730627296,0,11.047898228566224
2024-10-08,62287.39010510681,62004.3993685878,-0.008348902997140861,0.019787255441333328,-1.049552990696863,0,11.039514278271135
2024-10-09,62185.230423727575,62295.87266299472,-0.0016401342423698617,0.019776392525164894,-1.0559012802012533,0,11.037872797536112
2024-10-10,60597.15045618275,61994.70065966477,-0.025537896325601883,0.01924329548905707,-1.1545859203057234,0,11.012003148776627
2024-10-11,60195.18073772453,61615.35029017087,-0.006633475591379279,0.019248990698211614,-1.1795646605515766,0,11.005347573901782
2024-10-12,62392.34048293159,61531.45844113466,0.03650059221153068,0.020232657958744977,-1.0430312849414038,0,11.041197798152316
2024-10-13,63207.77062127557,61715.534544368405,0.013069394929447364,0.020239903359849563,-0.9923597624882734,0,11.05418252544515
2024-10-14,62829.533686088886,61844.39519684067,-0.005984025879554933,0.018809033264593097,-1.015863727393027,0,11.048180523534164
2024-10-15,66049.99492708022,62934.964091020156,0.05125712466817767,0.020752800686089264,-0.8157415263498644,0,11.098167233146233
2024-10-16,66962.21994496793,64288.37193246884,0.013811129264957867,0.020594256134646955,-0.7590550877420416,0,11.111883857913798
2024-10-17,67647.54414766871,65339.41266541627,0.010234490482304848,0.020221198149224878,-0.7164684588061152,0,11.122066330614324
2024-10-18,67328.10527002988,66163.47959516713,-0.004722106052239328,0.019424944294490175,-0.7363186623975,0,11.117333040196234
2024-10-19,68465.61920668735,67290.69669928683,0.016895083146856615,0.019382114691939914,-0.6656325787323251,0,11.134086988860211
2024-10-20,68388.87128965274,67758.47197180132,-0.0011209701734079536,0.018985695650697052,-0.6704017595834864,0,11.132965389929815
2024-10-21,68962.82918045693,68158.59381889911,0.008392562707655538,0.019011620453755682,-0.6347355280040409,0,11.141322930894752
2024-10-22,67394.85775735618,68108.05654083661,-0.022736471831771854,0.01958591459689165,-0.732170606051157,0,11.118323999588588
2024-10-23,67351.04793512498,68112.64507385565,-0.0006500469574240997,0.01959249788776166,-0.7348929856720084,0,11.117673741259035
2024-10-24,66683.96806542306,67756.31484560277,-0.009904521015685952,0.019685185294796407,-0.7763458962356025,0,11.107719844173666
2024-10-25,68214.05205157402,67721.35099798704,0.02294530500419234,0.019898628296244333,-0.6812651757499959,0,11.13040586441979
2024-10-26,66585.66535501445,67245.91823289855,-0.023871719207186337,0.020118124305043946,-0.7824545102828944,0,11.106244598452431
2024-10-27,67018.1650170265,67170.5796848326,0.006495386953124127,0.01936456575718931,-0.7555786133739061,0,11.112718981283923
2024-10-28,67938.55412885673,67288.08092357896,0.013733427520678854,0.019433236558309225,-0.698384851023601,0,11.126358959899315
2024-10-29,69845.304531169,67920.34821672815,0.02806580779885004,0.020040981678383564,-0.579897759021461,0,11.154038140251924
2024-10-30,72781.11308158132,68833.7604227296,0.04203301238528079,0.021279200217552256,-0.3974641183144546,0,11.195211764832951
2024-10-31,72342.62171127986,69985.15169398268,-0.00602479615569973,0.01995845370040956,-0.4247123450734728,0,11.189168746365553
2024-11-01,70264.99735573279,70634.51816172394,-0.028719229499849952,0.01937557311240487,-0.5538176898858129,0,11.160029049902066
2024-11-02,69507.92256395647,70948.3918487439,-0.010774565150034165,0.01952921566591533,-0.6008629614624813,0,11.149196018782085
2024-11-03,69299.16036699413,70839.16301590891,-0.003003430245958727,0.019570431803598066,-0.6138356219680461,0,11.146188069188206
2024-11-04,68803.50626277467,70043.64165214759,-0.00715238253385142,0.019377928066686576,-0.6446359896389645,0,11.139009985744584
2024-11-05,67793.29782704762,69133.77687530113,-0.014682513880453385,0.01965443151546226,-0.7074112011822145,0,11.124218616933852
2024-11-06,69335.42553133758,68947.86251042208,0.02274749501380202,0.019923953315584893,-0.6115820738063023,0,11.146711245492815
2024-11-07,75620.88606963192,70170.45521155719,0.09065294530360246,0.02535447647982165,-0.22099820914652812,0,11.233487794774211
2024-11-08,75987.24178320667,71508.07149479969,0.004844636615834119,0.0253077342591418,-0.19823255345965823,0,11.238320733902912
2024-11-09,76550.0213845611,73057.37451915696,0.007406238049277425,0.02455035794394732,-0.16326095029558058,0,11.245699680439953
2024-11-10,76630.22631415377,74824.76021657822,0.0010477453584205598,0.02443112840385438,-0.15827694774330758,0,11.2467468772963
2024-11-11,80466.71654833542,77051.01841997777,0.05006497329726711,0.025086617415305146,0.08012581896991468,0,11.295598918882014
2024-11-12,88637.42000322911,79654.3252066972,0.10154140501042619,0.030269239639994776,0.5878602821740014,0,11.392309395095744
2024-11-13,88264.59974582895,82109.79679922167,-0.004206127134415483,0.030235020784791605,0.5646929142346709,0,11.38809439732584
2024-11-14,90488.10007497849,84897.41253730514,0.025191303597959402,0.029426351766756408,0.7028631161379951,0,11.412973630158117
2024-11-15,87407.51273710128,87052.86982189465,-0.03404411558342624,0.030541916224345753,0.5114327984199302,0,11.378336516039845
2024-11-16,90947.97509443705,89149.12153111499,0.04050524087082241,0.031067453113369906,0.7314401410459195,0,11.418042919756004
2024-11-17,90606.45489380708,89542.92850923058,-0.00375511604601797,0.031051757911388787,0.7102177852600964,0,11.4142807355617
2024-11-18,89841.47194135105,89858.30294833498,-0.008442918921754639,0.03121309764921756,0.6626810938516092,0,11.405801973309174
2024-11-19,90534.62459650292,89867.60785263988,0.007715286049680525,0.031150532250504,0.7057541894822233,0,11.413487648744825
2024-11-20,92251.65240738312,90836.43578669624,0.01896542696822001,0.031193287778324873,0.8124517582627427,0,11.432275474017507
2024-11-21,94217.02229634204,91490.24522707725,0.02130444103353124,0.030620871331233427,0.9345815150305476,0,11.453356148022317
2024-11-22,98509.11859102432,93070.77796652069,0.04555542289568759,0.03113761917351861,1.2012960299106024,0,11.49790439740359
2024-11-23,98927.494945534,94887.98256735728,0.0042470825086420305,0.030881546729898027,1.2272942924772146,0,11.50214248651213
2024-11-24,97679.46381643032,96316.95041134275,-0.012615614393054253,0.03119452580925909,1.1497405764605206,0,11.489446619584736
2024-11-25,98015.9355289458,97469.80703565529,0.0034446515098385255,0.03048707951149065,1.1706492149003467,0,11.492885351871776
2024-11-26,93004.70093103289,97227.34276259346,-0.05112673333034723,0.03267409037735497,0.8592468341130285,0,11.44040531850342
2024-11-27,91931.83077291829,95911.88519897226,-0.011535655159089053,0.032938735174873245,0.792577769836593,0,11.428802611517746
2024-11-28,95981.18057210564,95322.62232428658,0.04404730945900237,0.033356832896124,1.0442078109910753,0,11.47190741552523
2024-11-29,95661.59595817851,94919.04875263623,-0.003329659127156104,0.032935250133050556,1.0243485512227635,0,11.468572200747412
